Mean ψ,Standard Deviation of ψ,Energy Functional (ψ² Integral),Entropy-like Measure,Max Fourier Frequency,Mean Fourier Frequency,Spatial Coherence
0.0036826026678437114,0.03444936528664878,3.000800827655428,-4.270310085928505,244.38126048059678,0.5331354293181051,0.002393320235346674
