Wavelength (nm),Energy (eV),Coherence,Light Entropy,Neutrino Entropy,F_IRE
430.0,2.8856371396219838,0.0010226761978803039,4.394504920641222,4.328052013895211,4050345553.6170297
660.0,1.8800363182385653,0.09766869154781956,4.299810782815612,4.328052013895209,4718490767.196106
